customerID,Contract,tenure,MonthlyCharges,Churn,Churn_Probability,MRR_at_Risk,Risk_Tier
4818-DRBQT,0,29,80.15,Yes,0.3498,28.04,Medium Risk
1320-HTRDR,0,3,75.5,Yes,0.7203,54.38,High Risk
6847-KJLTS,0,58,100.4,No,0.3614,36.28,Medium Risk
9670-BPNXF,1,45,62.55,No,0.0397,2.48,Low Risk
3913-FCUUW,2,72,70.45,No,0.0084,0.59,Low Risk
3301-VKTGC,1,68,85.5,No,0.0545,4.66,Low Risk
1493-AMTIE,0,1,20.2,Yes,0.3904,7.89,Medium Risk
9555-SAHUZ,0,38,54.5,No,0.121,6.59,Low Risk
0816-TSPHQ,0,2,20.75,No,0.113,2.34,Low Risk
9932-WBWIK,0,11,20.35,No,0.1115,2.27,Low Risk
4619-EVPHY,1,20,91.0,No,0.1527,13.9,Low Risk
5286-YHCVC,2,72,104.8,No,0.1367,14.33,Low Risk
6424-ELEYH,0,3,74.75,Yes,0.772,57.71,High Risk
4391-RESHN,0,23,104.05,Yes,0.517,53.79,Medium Risk
9115-YQHGA,0,40,51.1,No,0.1901,9.71,Low Risk
4462-CYWMH,0,62,89.8,No,0.2654,23.83,Low Risk
8963-MQVYN,0,22,20.55,No,0.1269,2.61,Low Risk
2458-EOMRE,0,11,64.05,No,0.1947,12.47,Low Risk
9334-GWGOW,0,7,74.85,No,0.6989,52.31,High Risk
6821-BUXUX,0,13,96.65,Yes,0.6533,63.14,High Risk
5028-HTLJB,0,1,20.05,Yes,0.572,11.47,Medium Risk
9801-GDWGV,0,39,103.45,Yes,0.5291,54.74,Medium Risk
6542-LWGXJ,0,3,25.0,No,0.475,11.88,Medium Risk
5567-GZKQY,2,58,20.3,No,0.0096,0.19,Low Risk
1222-LRYKO,0,6,26.35,No,0.1667,4.39,Low Risk
2320-JRSDE,0,1,19.9,Yes,0.5976,11.89,Medium Risk
2087-QAREY,0,22,54.7,No,0.1429,7.82,Low Risk
0601-WZHJF,0,14,46.35,Yes,0.4383,20.32,Medium Risk
4423-JWZJN,1,64,90.25,No,0.0997,9.0,Low Risk
5143-WMWOG,0,1,19.95,Yes,0.4309,8.6,Medium Risk
6490-FGZAT,0,6,20.65,No,0.1073,2.22,Low Risk
5393-RXQSZ,0,1,79.6,Yes,0.8307,66.12,High Risk
7452-FOLON,1,39,25.45,No,0.0339,0.86,Low Risk
2320-TZRRH,1,20,19.5,No,0.0096,0.19,Low Risk
0231-LXVAP,0,1,75.9,Yes,0.7476,56.74,High Risk
9444-JTXHZ,0,1,76.2,Yes,0.7826,59.63,High Risk
4942-VZZOM,1,64,66.15,No,0.033,2.18,Low Risk
5510-BOIUJ,0,1,19.25,Yes,0.3298,6.35,Medium Risk
7502-BNYGS,0,46,69.1,No,0.1545,10.68,Low Risk
4291-HYEBC,1,28,39.1,No,0.1073,4.2,Low Risk
6147-CBCRA,0,33,20.05,No,0.0856,1.72,Low Risk
6047-SUHPR,1,39,59.8,No,0.1,5.98,Low Risk
4471-KXAUH,0,42,84.3,Yes,0.4746,40.01,Medium Risk
9752-ZNQUT,0,1,48.6,No,0.5098,24.78,Medium Risk
7638-QVMVY,0,7,79.0,Yes,0.7034,55.57,High Risk
1576-PFZIW,2,70,105.35,No,0.114,12.01,Low Risk
5666-MBJPT,2,65,25.1,No,0.0082,0.21,Low Risk
7312-XSBAT,0,1,49.75,No,0.436,21.69,Medium Risk
3096-GKWEB,0,18,94.75,No,0.5378,50.96,Medium Risk
2371-JQHZZ,0,24,93.0,No,0.5505,51.2,Medium Risk
0674-GCDXG,2,63,71.9,No,0.0138,0.99,Low Risk
1121-QSIVB,1,44,77.55,No,0.1057,8.2,Low Risk
4396-KLSEH,0,4,19.85,No,0.1955,3.88,Low Risk
3244-DCJWY,0,1,70.25,Yes,0.812,57.04,High Risk
2824-MYYBN,0,37,95.25,No,0.473,45.05,Medium Risk
0875-CABNR,0,10,84.6,Yes,0.6023,50.95,High Risk
6345-HOVES,0,34,25.05,No,0.1803,4.52,Low Risk
8318-LCNBW,1,35,53.15,No,0.0644,3.42,Low Risk
6469-QJKZW,0,4,20.15,No,0.1869,3.77,Low Risk
0147-ESWWR,0,39,101.25,No,0.4336,43.9,Medium Risk
1217-VASWC,1,43,100.55,No,0.1822,18.32,Low Risk
7812-FZHPE,0,17,24.1,Yes,0.2771,6.68,Low Risk
6370-ZVHDV,2,61,25.3,No,0.007,0.18,Low Risk
5915-DGNVC,1,49,71.8,No,0.0785,5.64,Low Risk
6260-XLACS,1,4,19.7,No,0.046,0.91,Low Risk
3566-CAAYU,2,64,49.85,No,0.0653,3.26,Low Risk
4983-CCWMC,0,3,69.6,No,0.5007,34.85,Medium Risk
9103-CXVOK,0,1,19.75,No,0.3126,6.17,Medium Risk
2896-TBNBE,1,40,80.8,No,0.1424,11.51,Low Risk
4797-AXPXK,0,1,60.0,Yes,0.6037,36.22,High Risk
5229-PRWKT,0,8,86.55,Yes,0.7325,63.4,High Risk
6982-UQZLY,0,1,20.85,Yes,0.6876,14.34,High Risk
2522-WLNSF,1,34,64.2,No,0.0524,3.36,Low Risk
3841-CONLJ,0,1,35.0,No,0.7583,26.54,High Risk
5057-LCOUI,0,39,50.75,Yes,0.3677,18.66,Medium Risk
0193-ESZXP,1,58,105.5,Yes,0.3387,35.73,Medium Risk
4475-NVTLU,2,45,19.2,No,0.014,0.27,Low Risk
4369-HTUIF,0,6,85.15,Yes,0.7017,59.75,High Risk
9386-LDCZR,1,43,90.65,No,0.056,5.08,Low Risk
9585-KKMFD,2,41,20.0,No,0.0054,0.11,Low Risk
5399-ZIMKF,0,5,74.65,No,0.5555,41.47,Medium Risk
0336-KXKFK,2,72,61.2,No,0.018,1.1,Low Risk
5619-XZZKR,1,4,19.95,No,0.0249,0.5,Low Risk
3948-FVVRP,0,9,54.8,No,0.1729,9.47,Low Risk
5327-XOKKY,2,72,73.45,No,0.0372,2.73,Low Risk
0983-TATYJ,1,33,51.45,No,0.0416,2.14,Low Risk
1813-JYWTO,2,72,80.45,No,0.0192,1.54,Low Risk
0156-FVPTA,0,22,54.2,Yes,0.3344,18.12,Medium Risk
1984-FCOWB,1,70,109.5,Yes,0.3185,34.88,Medium Risk
0654-HMSHN,0,21,104.4,Yes,0.5856,61.14,Medium Risk
6719-OXYBR,0,15,85.3,No,0.4411,37.63,Medium Risk
3312-ZWLGF,0,29,79.3,No,0.3924,31.12,Medium Risk
6476-YHMGA,0,15,76.5,No,0.1197,9.16,Low Risk
5287-QWLKY,0,71,105.1,Yes,0.4039,42.45,Medium Risk
0795-XCCTE,2,72,25.4,No,0.003,0.08,Low Risk
0168-XZKBB,0,19,86.85,No,0.5643,49.01,Medium Risk
3785-NRHYR,0,1,19.65,No,0.3469,6.82,Medium Risk
5196-SGOAK,0,1,75.7,Yes,0.8239,62.37,High Risk
4537-DKTAL,0,2,45.55,No,0.4835,22.02,Medium Risk
7072-MBHEV,0,11,78.1,No,0.4864,37.99,Medium Risk
5602-BVFMK,1,12,19.3,No,0.0253,0.49,Low Risk
6297-NOOPG,2,70,110.5,No,0.1306,14.43,Low Risk
1891-UAWWU,0,20,90.8,Yes,0.5124,46.53,Medium Risk
8204-TIFGJ,0,23,20.3,No,0.0829,1.68,Low Risk
8050-DVOJX,2,49,81.35,No,0.0564,4.59,Low Risk
6108-OQZDQ,0,4,97.95,Yes,0.8321,81.5,High Risk
0363-QJVFX,0,32,108.15,Yes,0.2616,28.29,Low Risk
8903-XEBGX,0,2,55.3,No,0.4451,24.61,Medium Risk
8169-SAEJD,2,69,56.55,No,0.0309,1.75,Low Risk
9840-DVNDC,0,6,80.5,Yes,0.6677,53.75,High Risk
1089-XZWHH,2,24,19.7,No,0.0161,0.32,Low Risk
2325-WINES,1,32,104.05,No,0.2246,23.37,Low Risk
6064-ZATLR,2,27,52.85,No,0.0269,1.42,Low Risk
3096-JRDSO,0,27,104.3,Yes,0.4918,51.29,Medium Risk
7824-PANSQ,0,58,80.65,No,0.1816,14.65,Low Risk
8042-JVNFH,0,1,71.35,Yes,0.746,53.23,High Risk
9648-BCHKM,2,18,24.65,No,0.0717,1.77,Low Risk
2888-ADFAO,2,47,21.3,No,0.0138,0.29,Low Risk
8707-HOEDG,2,70,110.2,No,0.097,10.69,Low Risk
3374-LXDEV,0,13,89.4,Yes,0.5465,48.86,Medium Risk
4072-IPYLT,0,36,51.05,No,0.0846,4.32,Low Risk
7167-PCEYD,2,67,19.8,No,0.0084,0.17,Low Risk
4936-YPJNK,0,10,19.9,No,0.0962,1.91,Low Risk
1580-BMCMR,0,19,87.3,No,0.3535,30.86,Medium Risk
4817-KEQSP,2,71,19.85,No,0.0036,0.07,Low Risk
6408-WHTEF,2,72,89.4,No,0.0082,0.73,Low Risk
9251-AWQGT,2,48,20.0,No,0.0037,0.07,Low Risk
8749-CLJXC,0,1,20.05,No,0.3398,6.81,Medium Risk
7989-VCQOH,0,18,83.25,No,0.1545,12.86,Low Risk
5049-GLYVG,0,1,20.6,Yes,0.2652,5.46,Low Risk
4199-QHJNM,2,67,102.9,No,0.1171,12.05,Low Risk
8882-TLVRW,2,69,39.1,No,0.0067,0.26,Low Risk
5883-GTGVD,0,19,99.95,Yes,0.6167,61.64,High Risk
5135-GRQJV,2,72,114.5,No,0.0251,2.87,Low Risk
2384-OVPSA,2,38,20.2,No,0.0145,0.29,Low Risk
1371-WEPDS,1,40,55.8,No,0.104,5.8,Low Risk
3580-GICBM,2,61,24.2,No,0.0065,0.16,Low Risk
4817-QRJSX,0,10,81.0,Yes,0.632,51.19,High Risk
9730-DRTMJ,1,32,72.8,No,0.0348,2.53,Low Risk
4686-UXDML,0,21,99.85,No,0.509,50.82,Medium Risk
3349-ANQNH,1,59,99.5,No,0.2714,27.0,Low Risk
2398-YPMUR,0,13,70.15,Yes,0.5477,38.42,Medium Risk
0932-YIXYU,2,47,20.25,No,0.009,0.18,Low Risk
7480-SPLEF,2,69,26.0,No,0.0039,0.1,Low Risk
7636-XUHWW,0,2,19.9,No,0.1092,2.17,Low Risk
1431-CYWMH,0,22,19.05,No,0.102,1.94,Low Risk
5937-EORGB,0,15,96.5,No,0.5179,49.98,Medium Risk
6349-JDHQP,2,53,19.85,No,0.0138,0.27,Low Risk
5539-HIVAK,0,28,25.7,No,0.0851,2.19,Low Risk
5847-MXBEO,1,22,20.3,No,0.019,0.39,Low Risk
9985-MWVIX,0,1,70.15,Yes,0.7789,54.64,High Risk
4583-PARNH,0,16,91.55,No,0.4026,36.86,Medium Risk
1116-FRYVH,2,48,39.4,No,0.0146,0.58,Low Risk
1421-HCERK,0,30,105.7,No,0.2535,26.79,Low Risk
9633-XQABV,0,3,70.25,No,0.5786,40.65,Medium Risk
0716-BQNDX,2,57,93.75,No,0.1328,12.45,Low Risk
1265-XTECC,1,68,96.55,Yes,0.292,28.19,Low Risk
1183-CANVH,1,23,60.0,No,0.0431,2.59,Low Risk
1972-XMUWV,2,65,59.8,No,0.0214,1.28,Low Risk
8679-LZBMD,1,44,90.65,No,0.1523,13.81,Low Risk
3407-JMJQQ,2,71,109.0,No,0.0689,7.51,Low Risk
6252-DFGTK,1,37,68.1,No,0.0351,2.39,Low Risk
1539-LNKHM,0,12,20.4,No,0.1016,2.07,Low Risk
8645-KOMJQ,2,69,81.95,No,0.0289,2.37,Low Risk
0289-IVARM,0,35,60.55,No,0.1323,8.01,Low Risk
9761-XUJWD,0,5,65.6,No,0.2562,16.81,Low Risk
4057-FKCZK,2,58,82.5,No,0.0588,4.85,Low Risk
4291-TPNFG,2,72,82.3,No,0.009,0.74,Low Risk
6087-YPWHO,2,72,68.15,No,0.0291,1.98,Low Risk
3090-QFUVD,0,1,20.3,No,0.1351,2.74,Low Risk
2237-ZFSMY,1,39,95.55,Yes,0.3518,33.61,Medium Risk
1722-LDZJS,1,53,20.2,No,0.0286,0.58,Low Risk
1818-ESQMW,0,27,89.2,No,0.3681,32.83,Medium Risk
4871-JTKJF,0,1,69.65,Yes,0.8826,61.47,High Risk
1415-YFWLT,0,1,89.3,Yes,0.8346,74.53,High Risk
7401-RUBNK,0,18,74.8,No,0.3587,26.83,Medium Risk
0506-YLVKJ,2,46,20.2,No,0.0049,0.1,Low Risk
8661-BOYNW,2,72,84.4,No,0.0091,0.77,Low Risk
6711-VTNRE,0,36,87.55,Yes,0.3403,29.79,Medium Risk
4815-GBTCD,0,4,25.15,No,0.4884,12.28,Medium Risk
2805-AUFQN,2,25,19.8,No,0.0101,0.2,Low Risk
0980-PVMRC,0,40,50.85,No,0.2255,11.47,Low Risk
7233-DRTRF,0,63,102.4,No,0.4569,46.79,Medium Risk
3500-RMZLT,0,15,96.3,Yes,0.5682,54.72,Medium Risk
3873-NFTGI,0,14,55.5,No,0.2451,13.6,Low Risk
1162-ECVII,2,72,109.75,No,0.0887,9.73,Low Risk
7048-GXDAY,0,39,106.4,No,0.3574,38.03,Medium Risk
8571-ZCMCX,2,47,60.0,No,0.0336,2.02,Low Risk
1169-WCVAK,0,19,88.8,No,0.2209,19.62,Low Risk
4548-SDBKE,0,5,85.2,Yes,0.7692,65.54,High Risk
8066-POXGX,0,13,35.1,Yes,0.4589,16.11,Medium Risk
7129-CAKJW,0,17,80.05,No,0.3158,25.28,Medium Risk
8695-ARGXZ,0,34,75.55,No,0.4581,34.61,Medium Risk
3570-YUEKJ,0,42,49.55,No,0.215,10.65,Low Risk
4143-OOBWZ,0,5,81.3,Yes,0.7723,62.79,High Risk
1555-HAPSU,2,71,23.9,No,0.0033,0.08,Low Risk
1697-NVVGY,0,19,66.4,No,0.1886,12.52,Low Risk
7854-EKTJL,0,2,19.6,Yes,0.2661,5.22,Low Risk
8464-EETCQ,2,57,18.8,No,0.0544,1.02,Low Risk
2419-FSORS,2,72,108.4,No,0.1305,14.15,Low Risk
8132-YPVBX,0,6,85.95,No,0.5907,50.77,Medium Risk
9102-IAYHT,0,17,85.45,Yes,0.5818,49.71,Medium Risk
6754-LZUKA,2,61,80.9,No,0.0386,3.12,Low Risk
3422-LYEPQ,0,1,71.0,Yes,0.8348,59.27,High Risk
8099-MZPUJ,2,48,111.8,No,0.1116,12.48,Low Risk
0787-LHDYT,0,16,20.6,No,0.1152,2.37,Low Risk
2642-DTVCO,0,9,85.05,Yes,0.7816,66.48,High Risk
0374-IOEGQ,0,3,44.6,No,0.4669,20.82,Medium Risk
4361-JEIVL,0,1,44.4,Yes,0.597,26.51,Medium Risk
3197-NNYNB,2,65,105.1,No,0.1224,12.86,Low Risk
3396-DKDEL,2,70,115.15,No,0.0484,5.57,Low Risk
1752-OZXFY,1,60,59.8,No,0.0299,1.79,Low Risk
9066-QRSDU,1,69,26.3,No,0.0296,0.78,Low Risk
9112-WSNPU,0,35,70.55,No,0.4084,28.81,Medium Risk
9867-NNXLC,0,22,20.05,No,0.0649,1.3,Low Risk
5321-NTRKC,2,66,79.85,No,0.0364,2.91,Low Risk
1363-TXLSL,0,1,70.3,Yes,0.81,56.94,High Risk
9507-EXLTT,0,1,79.35,Yes,0.7714,61.21,High Risk
3161-GETRM,0,34,90.05,No,0.3506,31.57,Medium Risk
0402-OAMEN,2,72,24.45,No,0.0022,0.05,Low Risk
6933-VLYFX,1,31,59.95,No,0.074,4.44,Low Risk
6754-WKSHP,1,30,25.35,No,0.063,1.6,Low Risk
9846-GKXAS,0,9,90.8,Yes,0.6783,61.59,High Risk
6017-PPLPX,0,20,70.45,Yes,0.5423,38.21,Medium Risk
4976-LNFVV,0,19,34.3,No,0.2348,8.05,Low Risk
5055-MGMGF,0,65,105.05,No,0.294,30.88,Low Risk
4641-FROLU,2,30,19.3,No,0.0088,0.17,Low Risk
2862-JVEOY,1,6,19.15,No,0.0273,0.52,Low Risk
2969-QWUBZ,0,2,51.4,No,0.4741,24.37,Medium Risk
9822-BIIGN,0,53,71.85,No,0.07,5.03,Low Risk
2077-MPJQO,0,7,75.4,No,0.6933,52.27,High Risk
1534-OULXE,1,61,49.7,No,0.0179,0.89,Low Risk
7136-RVDTZ,1,70,45.25,Yes,0.5359,24.25,Medium Risk
2971-SGAFL,0,13,78.75,No,0.2663,20.97,Low Risk
1480-IVEVR,1,35,81.6,No,0.0738,6.02,Low Risk
2905-KFQUV,0,2,70.4,No,0.5206,36.65,Medium Risk
4581-SSPWD,0,3,75.8,Yes,0.7213,54.67,High Risk
3370-HXOPH,0,3,76.1,No,0.676,51.44,High Risk
9391-YZEJW,1,62,94.0,No,0.1879,17.66,Low Risk
9958-MEKUC,2,72,103.95,No,0.0387,4.02,Low Risk
0281-CNTZX,2,63,19.95,No,0.0056,0.11,Low Risk
6927-WTFIV,0,20,71.3,Yes,0.3631,25.89,Medium Risk
4118-CEVPF,1,35,110.8,No,0.1919,21.26,Low Risk
3398-ZOUAA,0,21,69.1,Yes,0.5202,35.95,Medium Risk
9114-VEPUF,1,62,96.1,No,0.1001,9.62,Low Risk
7876-BEUTG,0,15,48.8,No,0.2556,12.47,Low Risk
2338-BQEZT,0,55,50.55,No,0.1579,7.98,Low Risk
9873-MNDKV,0,11,44.65,No,0.2398,10.71,Low Risk
0378-NHQXU,0,17,88.25,Yes,0.5742,50.67,Medium Risk
8241-JUIQO,1,61,19.45,No,0.0148,0.29,Low Risk
2194-IIQOF,2,71,89.3,No,0.0107,0.96,Low Risk
4512-ZUIYL,0,2,70.0,Yes,0.6024,42.17,High Risk
9631-RXVJM,2,35,19.25,No,0.0264,0.51,Low Risk
9584-EXCDZ,0,17,70.5,No,0.2808,19.8,Low Risk
7969-AULMZ,0,21,97.35,Yes,0.6065,59.04,High Risk
5093-FEGLU,2,47,19.65,No,0.0113,0.22,Low Risk
2621-UDNLU,0,3,20.85,No,0.1912,3.99,Low Risk
7526-IVLYU,0,3,19.65,No,0.1615,3.17,Low Risk
2428-HYUNX,2,44,19.35,No,0.0137,0.27,Low Risk
9214-EKVXR,0,1,44.0,No,0.4771,20.99,Medium Risk
3410-MHHUM,1,44,94.4,No,0.1986,18.75,Low Risk
0568-ONFPC,0,5,25.9,Yes,0.4219,10.93,Medium Risk
0733-VUNUW,0,24,55.65,Yes,0.1592,8.86,Low Risk
4550-EVXNY,0,1,69.65,Yes,0.8792,61.24,High Risk
2122-YWVYA,0,18,75.4,No,0.3749,28.27,Medium Risk
2968-SSGAA,0,10,100.6,Yes,0.8078,81.26,High Risk
2296-DKZFP,2,65,71.0,No,0.0242,1.72,Low Risk
4844-JJWUY,0,1,86.0,Yes,0.8171,70.27,High Risk
6777-TGHTM,1,53,106.95,Yes,0.2379,25.44,Low Risk
8909-BOLNL,1,3,21.2,No,0.0423,0.9,Low Risk
6603-YRDCJ,2,33,61.05,No,0.0269,1.64,Low Risk
3538-WZPHD,0,3,29.6,Yes,0.6142,18.18,High Risk
3229-USWAR,1,34,79.95,No,0.0941,7.52,Low Risk
2138-VFAPZ,2,14,19.7,No,0.0232,0.46,Low Risk
6131-JLWZM,0,13,20.3,No,0.0851,1.73,Low Risk
4785-QRJHC,1,46,59.9,Yes,0.1148,6.88,Low Risk
0269-XFESX,1,23,24.35,No,0.0199,0.48,Low Risk
1709-EJDOX,2,47,19.75,No,0.0054,0.11,Low Risk
4316-XCSLJ,0,17,50.3,No,0.1418,7.13,Low Risk
8610-WFCJF,0,49,95.6,Yes,0.4778,45.68,Medium Risk
9693-XMUOB,0,59,50.25,No,0.3121,15.68,Medium Risk
0383-CLDDA,2,69,85.35,No,0.0213,1.82,Low Risk
4905-JEFDW,1,11,41.6,Yes,0.2952,12.28,Low Risk
2709-UQGNP,0,10,51.65,No,0.2016,10.41,Low Risk
3549-ZTMNH,2,12,24.0,No,0.034,0.82,Low Risk
7881-INRLC,0,45,100.85,Yes,0.4741,47.81,Medium Risk
8033-ATFAS,0,39,59.85,No,0.1502,8.99,Low Risk
1635-NZATJ,2,71,25.45,No,0.0054,0.14,Low Risk
0562-HKHML,2,71,23.9,No,0.0031,0.07,Low Risk
8277-RVRSV,1,33,24.15,No,0.0353,0.85,Low Risk
9943-VSZUV,0,67,75.7,No,0.2715,20.55,Low Risk
0117-LFRMW,0,37,40.2,Yes,0.2377,9.56,Low Risk
6172-FECYY,0,49,84.5,Yes,0.4548,38.43,Medium Risk
7054-ENNGU,0,9,50.85,No,0.1606,8.17,Low Risk
1455-HFBXA,2,52,91.6,No,0.0418,3.83,Low Risk
9402-CXWPL,1,70,98.9,No,0.1358,13.43,Low Risk
1628-BIZYP,0,1,85.0,No,0.7185,61.07,High Risk
1965-AKTSX,0,14,78.95,Yes,0.6859,54.15,High Risk
0082-LDZUE,0,1,44.3,No,0.4846,21.47,Medium Risk
4786-UKSNZ,0,1,20.2,Yes,0.3387,6.84,Medium Risk
5343-SGUBI,1,52,80.2,No,0.0638,5.12,Low Risk
0856-NAOES,0,6,60.9,No,0.2131,12.98,Low Risk
1976-AZZPJ,0,7,34.2,No,0.2065,7.06,Low Risk
7248-VZQLC,0,47,85.2,Yes,0.3893,33.17,Medium Risk
6156-UZDLF,1,26,87.15,No,0.064,5.58,Low Risk
3099-OONVS,0,25,54.3,No,0.142,7.71,Low Risk
9500-WBGRP,2,69,19.1,No,0.0282,0.54,Low Risk
5183-KLYEM,2,72,112.75,No,0.0499,5.63,Low Risk
5144-PQCDZ,0,4,19.95,No,0.1372,2.74,Low Risk
8514-VZHEB,2,59,19.5,No,0.0123,0.24,Low Risk
6625-IUTTT,2,67,65.55,No,0.0166,1.09,Low Risk
9355-NPPFS,0,26,78.8,No,0.4386,34.56,Medium Risk
0068-FIGTF,1,27,78.2,No,0.1035,8.09,Low Risk
5965-GGPRW,2,72,105.25,No,0.0498,5.24,Low Risk
8035-PWSEV,0,6,89.25,No,0.6029,53.81,High Risk
2236-HILPA,2,62,20.65,No,0.0024,0.05,Low Risk
1840-BIUOG,1,20,68.7,No,0.1056,7.25,Low Risk
1356-MKYSK,0,6,78.65,No,0.168,13.21,Low Risk
6080-LNESI,2,51,24.75,No,0.0136,0.34,Low Risk
1830-IPXVJ,2,61,19.75,No,0.003,0.06,Low Risk
5828-DWPIL,0,62,89.1,No,0.1762,15.7,Low Risk
8398-TBIYD,2,72,84.7,No,0.0234,1.98,Low Risk
0011-IGKFF,0,13,98.0,Yes,0.6449,63.2,High Risk
4192-GORJT,0,5,94.45,Yes,0.7692,72.65,High Risk
6496-SLWHQ,0,3,105.0,Yes,0.801,84.1,High Risk
9912-GVSEQ,0,26,93.85,Yes,0.5588,52.44,Medium Risk
2931-FSOHN,0,13,59.9,No,0.2792,16.72,Low Risk
9418-RUKPH,2,38,19.95,No,0.0066,0.13,Low Risk
5383-MMTWC,0,8,84.0,Yes,0.7946,66.75,High Risk
9971-ZWPBF,0,34,108.9,No,0.3976,43.3,Medium Risk
4712-AUQZO,0,18,33.6,No,0.1436,4.82,Low Risk
9711-FJTBX,1,56,85.85,No,0.0763,6.55,Low Risk
2908-ZTPNF,0,36,34.85,No,0.1734,6.04,Low Risk
7240-ETPTR,0,9,48.75,Yes,0.5459,26.61,Medium Risk
2202-CUYXZ,0,1,84.85,Yes,0.8449,71.69,High Risk
5995-OIGLP,0,12,56.65,Yes,0.2199,12.46,Low Risk
8421-WZOOW,0,57,95.3,No,0.1613,15.37,Low Risk
6261-RCVNS,1,42,73.9,Yes,0.199,14.71,Low Risk
7951-QKZPL,2,33,24.5,Yes,0.1738,4.26,Low Risk
1414-YADCW,2,70,84.6,No,0.0387,3.27,Low Risk
8756-RDDLT,0,68,44.95,No,0.1179,5.3,Low Risk
2862-PFNIK,0,1,24.7,No,0.5888,14.54,Medium Risk
5816-QVHRX,0,37,100.3,No,0.3539,35.5,Medium Risk
4430-YHXGG,0,4,25.45,No,0.1466,3.73,Low Risk
6888-SBYAI,0,1,50.7,No,0.4573,23.19,Medium Risk
7395-XWZOY,0,20,55.0,No,0.1719,9.45,Low Risk
7169-YWAMK,2,72,68.4,No,0.0071,0.49,Low Risk
3640-PHQXK,0,31,89.9,Yes,0.5584,50.2,Medium Risk
6877-LGWXO,0,18,78.55,Yes,0.4805,37.74,Medium Risk
6859-RKMZJ,0,11,55.05,No,0.192,10.57,Low Risk
2729-VNVAP,2,33,19.8,No,0.0046,0.09,Low Risk
2957-JIRMN,1,62,84.45,No,0.1862,15.72,Low Risk
2049-BAFNW,0,1,35.9,No,0.4035,14.49,Medium Risk
3842-QTGDL,0,16,80.75,No,0.2641,21.33,Low Risk
7163-OCEQI,1,22,78.65,No,0.1654,13.01,Low Risk
9782-LGXMC,0,49,61.75,No,0.0601,3.71,Low Risk
5975-BAICR,1,36,63.7,No,0.0636,4.05,Low Risk
8019-ENHXU,0,42,99.45,Yes,0.4674,46.48,Medium Risk
5167-GBFRE,0,4,25.2,Yes,0.6363,16.03,High Risk
9033-EOXWV,1,12,74.05,Yes,0.3457,25.6,Medium Risk
4673-KKSLS,0,31,87.6,No,0.2565,22.47,Low Risk
4853-OITSN,0,5,89.15,No,0.4926,43.92,Medium Risk
9800-OUIGR,2,66,20.0,No,0.0013,0.03,Low Risk
1324-NLTJE,0,15,55.0,Yes,0.431,23.7,Medium Risk
2324-EFHVG,2,64,104.4,No,0.1709,17.84,Low Risk
7094-MSZAO,0,10,20.05,No,0.0958,1.92,Low Risk
1522-VVDMG,0,7,89.75,Yes,0.6308,56.61,High Risk
6907-CQGPN,0,29,34.3,No,0.1469,5.04,Low Risk
0780-XNZFN,2,57,20.65,No,0.0131,0.27,Low Risk
0239-OXEXL,0,46,84.25,No,0.1756,14.79,Low Risk
2675-IJRGJ,2,53,19.65,No,0.0585,1.15,Low Risk
7049-GKVZY,1,17,79.85,No,0.1296,10.35,Low Risk
8577-QSOCG,2,38,20.2,No,0.0116,0.23,Low Risk
3721-CNZHX,1,15,19.8,No,0.0173,0.34,Low Risk
0212-ISBBF,0,22,50.35,No,0.3186,16.04,Medium Risk
9185-TQCVP,0,14,85.15,Yes,0.6943,59.12,High Risk
3585-YNADK,1,57,74.6,No,0.0298,2.22,Low Risk
5271-DBYSJ,0,11,79.15,No,0.4109,32.52,Medium Risk
1099-GODLO,2,1,20.35,No,0.0635,1.29,Low Risk
6828-HMKWP,2,12,21.05,No,0.0158,0.33,Low Risk
5567-WSELE,0,3,94.6,Yes,0.8714,82.43,High Risk
1472-TNCWL,0,36,94.7,No,0.3303,31.28,Medium Risk
8063-RJYNF,0,16,94.25,Yes,0.6067,57.18,High Risk
0687-ZVTHB,1,65,72.45,Yes,0.133,9.64,Low Risk
2080-GKCWQ,0,2,74.95,No,0.5286,39.62,Medium Risk
9661-ACXBS,0,42,105.2,Yes,0.4513,47.48,Medium Risk
2193-SFWQW,2,72,111.95,No,0.0245,2.74,Low Risk
5656-JAMLX,2,62,19.85,No,0.0108,0.21,Low Risk
3462-BJQQA,0,6,89.75,No,0.7445,66.82,High Risk
0442-TDYUO,2,48,20.05,No,0.0083,0.17,Low Risk
6733-LRIZX,2,35,108.95,No,0.2315,25.22,Low Risk
9503-XJUME,1,52,19.65,No,0.0185,0.36,Low Risk
4367-NHWMM,0,1,24.9,No,0.5445,13.56,Medium Risk
3727-RJMEO,0,6,82.85,Yes,0.7233,59.93,High Risk
3779-OSWCF,2,71,93.2,No,0.0471,4.39,Low Risk
6736-DHUQI,1,67,84.8,No,0.0451,3.82,Low Risk
3915-ODIYG,1,60,71.75,No,0.0781,5.6,Low Risk
1360-RCYRT,0,23,30.35,No,0.1643,4.99,Low Risk
2724-FJDYW,1,39,54.85,No,0.0433,2.38,Low Risk
4451-RWASJ,1,15,19.5,No,0.0488,0.95,Low Risk
6646-VRFOL,0,53,103.85,Yes,0.5304,55.08,Medium Risk
3460-TJBWI,2,24,24.2,No,0.0103,0.25,Low Risk
5917-HBSDW,0,37,19.35,No,0.0575,1.11,Low Risk
